record_id,source_id,smiles,inchi,inchikey,status,errors,molecule_chembl_id,standard_value,standard_units,standard_relation,pchembl_value,assay_chembl_id,assay_description,confidence_score,n_measurements,pIC50,activity_class,activity_label
80361c33,,NC[C@@H]1Cc2ccccc2CN1C(=O)c1cc(NC(=O)CSc2ccccc2)ccc1-n1cc(C(=O)N(c2ccccc2)c2ccc(O)cc2)c2ccccc21,,,raw,,CHEMBL5819768,16.1,nM,=,7.79,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.7932,1,active
9714ee57,,CC(C)CC1Oc2cc(C(=O)N3Cc4ccccc4C[C@H]3CN)c(-n3cc(C(=O)N(c4ccccc4)c4ccc(O)cc4)c4ccccc43)cc2O1,,,raw,,CHEMBL5906194,54.1,nM,=,7.27,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.2668,1,active
479728ee,,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(Cl)cc2-n2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3ccccc32)CC1,,,raw,,CHEMBL5750459,10.2,nM,=,7.99,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.9914,1,active
e7c650c6,,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc(NC(=O)CSc3ccccc3)ccc2-n2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3ccccc32)CC1,,,raw,,CHEMBL5991985,22.8,nM,=,7.64,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.6421,1,active
ab08d2f1,,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3c(cc2-n2cc(C(=O)N(c4ccccc4)c4ccc(O)cc4)c4ccccc42)OCO3)CC1,,,raw,,CHEMBL6048662,7.8,nM,=,8.11,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.1079,1,active
d1b97d8b,,COc1cc(-n2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3ccccc32)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)cc1O,,,raw,,CHEMBL5994962,3.2,nM,=,8.49,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.4949,1,active
0646a100,,COc1cc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c(-n2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3ccccc32)cc1Cl,,,raw,,CHEMBL5830905,37.4,nM,=,7.43,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.4271,1,active
7ffcf80b,,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCN(C)CC2)c(-n2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3ccccc32)c1,,,raw,,CHEMBL5757762,11.4,nM,=,7.94,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.9431,1,active
5846b3dc,,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN2CCCCC2)c(-n2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3ccccc32)c1,,,raw,,CHEMBL5799114,108.0,nM,=,6.97,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,6.9666,1,active
b09d831c,,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3c(cc2-n2cc(C(=O)N(c4ccccc4)c4ccc(O)cc4)c4ccccc42)OCCO3)CC1,,,raw,,CHEMBL5832526,16.8,nM,=,7.78,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.7747,1,active
db69a3de,,O=C(c1cn(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCCCC2)c2ccccc12)N(c1ccccc1)c1ccc(O)cc1,,,raw,,CHEMBL5809792,71.8,nM,=,7.14,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.1439,1,active
a194e8cd,,O=C(c1cn(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CO)c2ccccc12)N(c1ccccc1)c1ccc(O)cc1,,,raw,,CHEMBL5978367,4.2,nM,=,8.38,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.3768,1,active
b5cab5a1,,O=C(c1cn(-c2ccccc2C(=O)N2Cc3ccccc3C[C@H]2CN2CCCCC2)c2ccccc12)N(c1ccccc1)c1ccc(O)cc1,,,raw,,CHEMBL6062105,168.0,nM,=,6.78,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,6.7747,1,active
332bc224,,O=C(c1cn(-c2cc3c(cc2C(=O)N2Cc4ccccc4C[C@H]2CN2CCCCC2)OCO3)c2ccccc12)N(c1ccccc1)c1ccc(O)cc1,,,raw,,CHEMBL5908915,41.2,nM,=,7.38,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.3851,1,active
be608326,,COc1ccc(C(=O)N2Cc3ccccc3C[C@H]2CN(C)C)c(-n2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3ccccc32)c1,,,raw,,CHEMBL5864277,25.1,nM,=,7.6,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.6003,1,active
c0c3ecef,,COc1cc(-n2cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3ccccc32)c(C(=O)N2Cc3ccccc3C[C@H]2CN2CCCCC2)cc1O,,,raw,,CHEMBL5935254,6.2,nM,=,8.21,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,8.2076,1,active
4534f46f,,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2cc3c(cc2-n2cc(C(=O)N(c4ccccc4)c4ccccc4)c4ccccc42)OCO3)CC1,,,raw,,CHEMBL5902614,18.8,nM,=,7.73,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.7258,1,active
a7d8e160,,CN1CCN(C[C@@H]2Cc3ccccc3CN2C(=O)c2ccc(Cl)cc2-n2cc(C(=O)N(c3ccccc3)c3ccccc3)c3ccccc32)CC1,,,raw,,CHEMBL6063727,17.5,nM,=,7.76,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.757,1,active
38d507d1,,CN(C)C[C@@H]1Cc2ccccc2CN1C(=O)c1ccc(Cl)cc1-n1cc(C(=O)N(c2ccccc2)c2ccc(O)cc2)c2ccccc21,,,raw,,CHEMBL5910525,18.1,nM,=,7.74,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.7423,1,active
926c2956,,CN(C)C[C@@H]1Cc2ccccc2CN1C(=O)c1cc2c(cc1-n1cc(C(=O)N(c3ccccc3)c3ccc(O)cc3)c3ccccc31)OCO2,,,raw,,CHEMBL5997609,11.0,nM,=,7.96,CHEMBL5732641,"Fluorescence Polarisation Assay: Method A:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.50×10−8M in a buffer solution (NaPO4 20 mM, NaCl 50 mM, EDTA 1 mM, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.Method B:The fluorescence polarisation tests were carried out on microplates (384 wells). The Bcl-2 protein, labelled (histag-Bcl-2 such that Bcl-2 corresponds to the UniProtKB® primary accession number: P10415), at a final concentration of 2.50×10−8 M, is mixed with a fluorescent peptide (Fluorescein-REIGAQLRRMADDLNAQY), at a final concentration of 1.00×10−8M in a buffer solution (Hepes 10 mM, NaCl 150 mM, Tween20 0.05%, pH 7.4), in the presence or absence of increasing concentrations of test compounds. After incubation for 2 hours, the fluorescence polarisation is measured.",0.8,1,7.9586,1,active
